lon_round,lat_round,longitude,latitude,names,categories,sources,n_sources,contribution_score
-84.3967,33.68143,-84.3967,33.68143,BP Cleveland  ,Convenience Store,snap_atlanta_df,1,286.5921575841145
-84.53437,33.69527,-84.534369271497,33.695270127475,Rhinehart Farms LLC,Grocery Store,df_grocery_selected,1,283.88306753159856
-84.34939,33.72282,-84.34939,33.72282,KROGER STORE  488,Super Store,snap_atlanta_df,1,283.85567860137286
-84.53436,33.69527,-84.53436,33.69527,Rhinehart Farmer's Market  ,Fruits/Veg Specialty,snap_atlanta_df,1,283.80522539379547
-84.38851,33.6809,-84.38851,33.6809,24 Hour Food Mart  ,Convenience Store,snap_atlanta_df,1,283.6609144853376
-84.3884,33.68136,-84.3884,33.68136,24/7 Food Mart  ,Convenience Store,snap_atlanta_df,1,283.49350515757516
-84.48433,33.6901,-84.48433,33.6901,Family Dollar 11892,Combination Grocery/Other,snap_atlanta_df,1,282.2695282568077
-84.37223,33.67235,-84.37223,33.67235,Pure Food Mart  ,Convenience Store,snap_atlanta_df,1,281.85240069886
-84.4031,33.69531,-84.40309769999989,33.69531219999999,Earth Dog Farm,Farm,gdf_selected,1,281.37561493686076
-84.37982,33.88057,-84.37982,33.88057,CVS Pharmacy 5411,Combination Grocery/Other,snap_atlanta_df,1,280.1403251724026
-84.35048,33.72002,-84.35047609999998,33.720024099999996,Piggly Wiggly,Grocery Store,gdf_selected,1,277.7296042953617
-84.38477,33.68072,-84.38477,33.68072,A Food Mart  ,Convenience Store,snap_atlanta_df,1,275.79726871342564
-84.33041,33.82801,-84.33041,33.82801,Walgreens 12262,Combination Grocery/Other,snap_atlanta_df,1,274.8476157145624
-84.40215,33.68161,-84.40215,33.68161,12 Hours LLC | 12hours Food Mart  ,Convenience Store | Grocery Store,df_grocery_selected | snap_atlanta_df,2,272.0898397441167
-84.53469,33.69605,-84.53469,33.69605,Family Dollar 10677,Combination Grocery/Other,snap_atlanta_df,1,271.4011941910154
-84.53435,33.69615,-84.53435,33.69615,DOLLAR GENERAL 8143,Combination Grocery/Other,snap_atlanta_df,1,270.7479190383921
-84.53568,33.69621,-84.53568,33.69621,Shell Food Mart  ,Convenience Store,snap_atlanta_df,1,269.0176282102004
-84.3495,33.72074,-84.3495,33.72074,DOLLAR GENERAL 8589,Combination Grocery/Other,snap_atlanta_df,1,267.6724823056094
-84.40889,33.68786,-84.40889,33.68786,Vp Food Mart  ,Convenience Store,snap_atlanta_df,1,267.6056076782791
-84.40118,33.68087,-84.40118,33.68087,Quick Save/Shell Food Mart  ,Convenience Store,snap_atlanta_df,1,267.2435922031178
-84.49673,33.79082,-84.49673,33.79082,Wk Business Merchandising Llc  ,Convenience Store,snap_atlanta_df,1,265.4598732620192
-84.32915,33.82729,-84.32915,33.82729,QUIKTRIP 723,Convenience Store,snap_atlanta_df,1,265.12923841758146
-84.34952,33.7201,-84.34952,33.7201,Piggly Wiggly 77,Supermarket,snap_atlanta_df,1,263.8145890127451
-84.40864,33.68711,-84.40864,33.68711,Shell Food Mart  ,Convenience Store,snap_atlanta_df,1,260.39856262917255
-84.33848,33.74784,-84.3384818999999,33.74783969999999,Unearthing Farm & Market,Farm,gdf_selected,1,258.9365500868055
-84.33365,33.76509,-84.3336492,33.7650947,Candler Park Market,Neighborhood Market,gdf_selected,1,257.13090830395896
-84.35022,33.71372,-84.3502202999999,33.7137182,ALDI - SE Atlanta,Grocery Store,gdf_selected,1,256.614289512742
-84.34953,33.71599,-84.34953,33.71599,Ans Three D Inc 0,Convenience Store,snap_atlanta_df,1,255.43577396917934
-84.34945,33.71515,-84.34945,33.71515,DOLLARTREE 10310,Combination Grocery/Other,snap_atlanta_df,1,251.26004168769572
-84.34953,33.71468,-84.34953,33.71468,CVS Pharmacy 81,Combination Grocery/Other,snap_atlanta_df,1,250.75446039155543
-84.33726,33.74771,-84.3372626,33.7477143,Unearthing Farm & Market,Farmers Market,gdf_selected,1,248.57471587000026
-84.36486,33.686,-84.364860534838,33.686000371206,LMN MART INC,Grocery Store,df_grocery_selected,1,247.09732507319788
-84.34953,33.71399,-84.34953,33.71399,ALDI 69093 69093,Supermarket,snap_atlanta_df,1,246.50681169792074
-84.40816,33.68057,-84.40816,33.68057,Walgreens 11488,Combination Grocery/Other,snap_atlanta_df,1,245.7789841322479
-84.41407,33.68186,-84.41407,33.68186,BP Food Mart  ,Convenience Store,snap_atlanta_df,1,243.82372377334212
-84.52097,33.77016,-84.52097,33.77016,Happy Store Citgo  ,Convenience Store,snap_atlanta_df,1,240.8265047349396
-84.4077,33.68163,-84.4077,33.68163,Dollar General 19011,Combination Grocery/Other,snap_atlanta_df,1,240.2711306912889
-84.40735,33.68333,-84.40735,33.68333,Lucky 7 Food Mart  ,Convenience Store,snap_atlanta_df,1,236.63526910149793
-84.32506,33.8284,-84.32506,33.8284,Target Store T-1486,Super Store,snap_atlanta_df,1,236.34217449285043
-84.40781,33.68261,-84.40781,33.68261,KROGER  364,Super Store,snap_atlanta_df,1,236.31802849039352
-84.4084,33.68246,-84.4084002,33.682455399999895,Kroger Metropolitan Pkwy,Grocery Store,gdf_selected,1,235.01228070454977
-84.35003,33.70884,-84.35003,33.70884,Amigo Food Mart  ,Convenience Store,snap_atlanta_df,1,233.38128345291912
-84.32678,33.78826,-84.32678,33.78826,CVS Pharmacy 4720,Combination Grocery/Other,snap_atlanta_df,1,231.40615854955146
-84.34958,33.70107,-84.34958,33.70107,Moreland Supermarket  ,Convenience Store,snap_atlanta_df,1,231.16013449166206
-84.41027,33.6816,-84.41027,33.6816,Citgo Food Mart  ,Convenience Store,snap_atlanta_df,1,230.0666298480774
-84.32579,33.84561,-84.32579,33.84561,Ez Shop  ,Convenience Store,snap_atlanta_df,1,227.22752524492245
-84.3336,33.74782,-84.3336,33.74782,L & C Food Mart Llc  ,Convenience Store,snap_atlanta_df,1,221.3741827903654
-84.50407,33.65586,-84.50407,33.65586,BJ's Membership Club 152,Super Store,snap_atlanta_df,1,218.72764959442665
-84.33278,33.74743,-84.33278,33.74743,K-Food Mart  ,Convenience Store,snap_atlanta_df,1,215.44704950675975
-84.41824,33.68114,-84.41824,33.68114,Chevron Food Mart  ,Convenience Store,snap_atlanta_df,1,213.7818757760085
-84.33224,33.74708,-84.33224,33.74708,Stop N Go Food Mart  ,Convenience Store,snap_atlanta_df,1,211.56485378825482
-84.41866,33.6809,-84.41866,33.6809,Larrys Quick Stop 1,Convenience Store,snap_atlanta_df,1,209.16547172623964
-84.33539,33.86987,-84.33539,33.86987,Publix 1363,Supermarket,snap_atlanta_df,1,200.69667108783244
-84.32117,33.78099,-84.32117,33.78099,CVS Pharmacy 7689,Combination Grocery/Other,snap_atlanta_df,1,199.8086182425361
-84.45693,33.68949,-84.45693,33.68949,Chevron Food Mart  ,Convenience Store,snap_atlanta_df,1,198.5469647495213
-84.45823,33.68916,-84.45823,33.68916,Family Dollar 1788,Combination Grocery/Other,snap_atlanta_df,1,197.55516367477807
-84.45695,33.68886,-84.45695,33.68886,Quick Stop  ,Convenience Store,snap_atlanta_df,1,195.03458723306332
-84.33558,33.73037,-84.33558,33.73037,Discount Food Mart  ,Convenience Store,snap_atlanta_df,1,193.25888376732684
-84.52995,33.76516,-84.52995,33.76516,Chevron Food Mart  ,Convenience Store,snap_atlanta_df,1,185.64455112959118
-84.52955,33.76601,-84.52955,33.76601,Fulton Bp Inc  ,Convenience Store,snap_atlanta_df,1,185.37286253961267
-84.36339,33.64838,-84.363385319879,33.648380629555,BROTHERS INVESTMENT 2024 LLC,Grocery Store,df_grocery_selected,1,183.19892000854574
-84.36338,33.64837,-84.36338,33.64837,Conley Food Mart  ,Convenience Store,snap_atlanta_df,1,183.11174226836735
-84.42323,33.68142,-84.42323,33.68142,Cleveland Foodmart & Grocery Llc  ,Convenience Store,snap_atlanta_df,1,183.02537194024723
-84.32666,33.74743,-84.32666,33.74743,Broadway Chevron  ,Convenience Store,snap_atlanta_df,1,180.38622258940146
-84.32663,33.74707,-84.32663,33.74707,Lidl 1453,Super Store,snap_atlanta_df,1,180.05005006754024
-84.38166,33.89031,-84.38166,33.89031,Roswell Food Mart  ,Convenience Store,snap_atlanta_df,1,179.0353979003368
-84.3138,33.81562,-84.3138,33.81562,KROGER  318,Super Store,snap_atlanta_df,1,174.89780793579573
-84.38127,33.89136,-84.38127,33.89136,Quick Shop 2,Convenience Store,snap_atlanta_df,1,171.0725337954463
-84.32674,33.74023,-84.32674,33.74023,Texaco Food Mart  ,Convenience Store,snap_atlanta_df,1,170.2895024483689
-84.3123,33.81849,-84.3123,33.81849,CVS PHARMACY 4513,Combination Grocery/Other,snap_atlanta_df,1,168.22574831150922
-84.32286,33.75092,-84.32286,33.75092,BP Gas Station  ,Convenience Store,snap_atlanta_df,1,166.6105755482414
-84.44067,33.68335,-84.44067,33.68335,Shell East Point  ,Convenience Store,snap_atlanta_df,1,164.18814050202218
-84.31099,33.81638,-84.31099,33.81638,The Spicy Peach  ,Convenience Store,snap_atlanta_df,1,163.4737930466466
-84.31056,33.8135,-84.31056,33.8135,PUBLIX  0773,Supermarket,snap_atlanta_df,1,162.3833571823732
-84.43057,33.67974,-84.43057,33.67974,Food Mart  ,Convenience Store,snap_atlanta_df,1,158.6999415712519
-84.31213,33.8365,-84.31213,33.8365,QuikTrip 0838,Convenience Store,snap_atlanta_df,1,157.12665648901248
-84.48034,33.83783,-84.48034,33.83783,Bengal Green Enterprises  ,Convenience Store,snap_atlanta_df,1,150.8800252162555
-84.36635,33.64935,-84.36635,33.64935,Exxon Gas Station  ,Convenience Store,snap_atlanta_df,1,150.114314777941
-84.4411,33.67868,-84.4411,33.67868,East Point Convenience  ,Convenience Store,snap_atlanta_df,1,146.97149730700494
-84.31129,33.84265,-84.31129,33.84265,Sam's Club 6643,Super Store,snap_atlanta_df,1,146.1569606101585
-84.49503,33.65518,-84.49503,33.65518,Circle K #183  ,Convenience Store,snap_atlanta_df,1,142.56731177297797
-84.44128,33.67726,-84.44128,33.67726,East Point Food Market  ,Convenience Store,snap_atlanta_df,1,142.3400166941345
-84.44318,33.67686,-84.44318,33.67686,Q's Meat Market Inc  ,Meat/Poultry Specialty,snap_atlanta_df,1,141.01149488311822
-84.4463,33.67583,-84.4463,33.67583,Washington Seafood Market  ,Seafood Specialty,snap_atlanta_df,1,137.97373320298172
-84.44165,33.67535,-84.44165,33.67535,CVS Pharmacy 4424,Combination Grocery/Other,snap_atlanta_df,1,136.72659877829912
-84.47066,33.86573,-84.47066,33.86573,QUIKTRIP 729,Convenience Store,snap_atlanta_df,1,134.21692544653928
-84.31357,33.8554,-84.31357,33.8554,KROGER 218,Super Store,snap_atlanta_df,1,133.61564422368681
-84.4611,33.67121,-84.4611,33.67121,Citgo Food Shop  ,Convenience Store,snap_atlanta_df,1,130.8308794360432
-84.46288,33.67041,-84.46288,33.67041,Family Dollar Store 10654,Combination Grocery/Other,snap_atlanta_df,1,129.61832191214967
-84.3226,33.7263,-84.3226,33.7263,Neighbourhood Food Mart  ,Convenience Store,snap_atlanta_df,1,129.38771499844052
-84.4621,33.67014,-84.4621,33.67014,Piggly Wiggly  ,Supermarket,snap_atlanta_df,1,128.1023785733373
-84.48479,33.84093,-84.48479,33.84093,Shell Food Mart  ,Convenience Store,snap_atlanta_df,1,127.81654307755232
-84.49296,33.65384,-84.49296,33.65384,Texaco Foodmart  ,Convenience Store,snap_atlanta_df,1,127.56135910389648
-84.32185,33.72546,-84.32185,33.72546,Family Dollar Store 7463,Combination Grocery/Other,snap_atlanta_df,1,125.41765660057824
-84.38099,33.89992,-84.38099,33.89992,Chevron Foodmart  ,Convenience Store,snap_atlanta_df,1,125.24280926691478
-84.46084,33.8821,-84.46084,33.8821,DOLLARTREE 11011,Combination Grocery/Other,snap_atlanta_df,1,122.91424818066874
-84.55894,33.70846,-84.55894,33.70846,Citgo Food Mart  ,Convenience Store,snap_atlanta_df,1,121.67461719965638
-84.46622,33.66637,-84.46622,33.66637,East Point Food Mart  ,Convenience Store,snap_atlanta_df,1,121.31285242278881
-84.46506,33.66654,-84.46506,33.66654,Best For Less  ,Convenience Store,snap_atlanta_df,1,120.80455119471434
-84.42119,33.65907,-84.42119,33.65907,Food Mart  ,Convenience Store,snap_atlanta_df,1,120.76210954930163
-84.46544,33.66631,-84.46544,33.66631,Sure Save Food & Beauty  ,Medium Grocery Store,snap_atlanta_df,1,120.707141202706
-84.44422,33.6696,-84.44422,33.6696,Tienda Y Carniceria El Ejido  ,Convenience Store,snap_atlanta_df,1,120.08010164826733
-84.41354,33.66196,-84.41354,33.66196,Hapeville Mart ,Convenience Store,snap_atlanta_df,1,118.53647030643619
-84.31124,33.85872,-84.31124,33.85872,Merkato Market Llc  ,Small Grocery Store,snap_atlanta_df,1,118.24372784293192
-84.46799,33.66443,-84.46799,33.66443,Fresh Market At Oyun Botanical Gardens  ,Farmers' Market,snap_atlanta_df,1,117.71581813151423
-84.31042,33.85805,-84.31042,33.85805,ALDI 79071 79071,Supermarket,snap_atlanta_df,1,116.2155688344997
-84.43298,33.65905,-84.43298,33.65905,Shell Food Mart  ,Convenience Store,snap_atlanta_df,1,113.61004838665121
-84.31316,33.73869,-84.31316,33.73869,PUBLIX  0783,Supermarket,snap_atlanta_df,1,112.92651577048476
-84.44553,33.66594,-84.44553,33.66594,Stop N Shop Food Mart #2 1,Convenience Store,snap_atlanta_df,1,111.32288824893372
-84.30946,33.86082,-84.30946,33.86082,New Bismillah Supermarket  ,Medium Grocery Store,snap_atlanta_df,1,110.05488289035134
-84.31787,33.7225,-84.31787,33.7225,Flatshoals Bp  ,Convenience Store,snap_atlanta_df,1,109.47617132333137
-84.30885,33.85994,-84.30885,33.85994,"Carniceria Mi Pueblo, Inc.  2  ",Supermarket,snap_atlanta_df,1,109.37646435426227
-84.40868,33.65836,-84.40868,33.65836,NATURE'S OWN HERB SHOP 1,Convenience Store,snap_atlanta_df,1,109.12514407115306
-84.30909,33.86118,-84.30909,33.86118,QUIKTRIP 797,Convenience Store,snap_atlanta_df,1,108.21447666874153
-84.31135,33.74004,-84.31135,33.74004,Texaco Food Mart  ,Convenience Store,snap_atlanta_df,1,107.90826709467089
-84.47679,33.86478,-84.47679,33.86478,Walgreen 19823,Combination Grocery/Other,snap_atlanta_df,1,107.18553538188743
-84.4053,33.65708,-84.4053,33.65708,Citgo Food Mart  ,Convenience Store,snap_atlanta_df,1,106.17354507987419
-84.48985,33.65083,-84.48985,33.65083,Sky Mart  ,Convenience Store,snap_atlanta_df,1,105.74143613668039
-84.31055,33.73954,-84.31055,33.73954,Halal Madina Market  ,Combination Grocery/Other,snap_atlanta_df,1,105.21221214866102
-84.30943,33.86501,-84.30943,33.86501,CVS Pharmacy 2526,Combination Grocery/Other,snap_atlanta_df,1,104.3908047975645
-84.30951,33.86568,-84.30951,33.86568,RaceTrac 2448,Convenience Store,snap_atlanta_df,1,103.75588111179137
-84.40227,33.65567,-84.40227,33.65567,City Food Market  ,Medium Grocery Store,snap_atlanta_df,1,102.59111815121322
-84.30798,33.86418,-84.30798,33.86418,Supermercado Talpa 15 LLC 13,Super Store,snap_atlanta_df,1,101.63885208517137
-84.49024,33.64957,-84.49024,33.64957,Washington Food Mart  ,Convenience Store,snap_atlanta_df,1,101.13812020279528
-84.3802,33.90618,-84.3802,33.90618,Target 2333,Super Store,snap_atlanta_df,1,101.0619302753374
-84.40279,33.65533,-84.40279,33.65533,Tienda Y Carniceria Santacruz  ,Medium Grocery Store,snap_atlanta_df,1,101.04961479547222
-84.40241,33.65512,-84.40241,33.65512,Carniceria La Esperanza  ,Medium Grocery Store,snap_atlanta_df,1,100.46190682222574
-84.44809,33.66094,-84.44809,33.66094,Eden Fresh Market #11  ,Super Store,snap_atlanta_df,1,99.63442805913633
-84.44242,33.65943,-84.44242,33.65943,Exxon Food Mart  ,Convenience Store,snap_atlanta_df,1,97.81313134534523
-84.44161,33.6592,-84.44161,33.6592,Family Dollar 7189,Combination Grocery/Other,snap_atlanta_df,1,97.77800734709108
-84.48164,33.6517,-84.48164,33.6517,Big A Food Mart  ,Convenience Store,snap_atlanta_df,1,96.52802803928817
-84.44807,33.65891,-84.44807,33.65891,Chevron Food Mart  ,Convenience Store,snap_atlanta_df,1,95.3269494433128
-84.32456,33.89056,-84.32456,33.89056,CVS Pharmacy 2083 | PUBLIX  601,Combination Grocery/Other | Supermarket,snap_atlanta_df,1,89.60172817410299
-84.32841,33.89397,-84.32841,33.89397,JP Dunwoody 208,Convenience Store,snap_atlanta_df,1,88.34646529704851
-84.32535,33.89186,-84.32535,33.89186,Walgreens 7741,Combination Grocery/Other,snap_atlanta_df,1,88.26843979179147
-84.37888,33.91025,-84.37888,33.91025,Bakkal International Foods  ,Small Grocery Store,snap_atlanta_df,1,87.79292766499624
-84.31075,33.71951,-84.31075,33.71951,American Food Mart  ,Convenience Store,snap_atlanta_df,1,87.7715820667412
-84.47122,33.8806,-84.47122,33.8806,Costco Wholesale 0631,Super Store,snap_atlanta_df,1,87.76215620190216
-84.37882,33.91054,-84.37882,33.91054,SANDY SPRINGS CHEVRON  ,Convenience Store,snap_atlanta_df,1,86.89590285594227
-84.56894,33.73156,-84.56894,33.73156,Cascade Shell  ,Convenience Store,snap_atlanta_df,1,86.86780969172044
-84.30322,33.86631,-84.30322,33.86631,Shell Food Mart 1,Convenience Store,snap_atlanta_df,1,86.77987794204844
-84.43118,33.90446,-84.43118,33.90446,CVS Pharmacy 4729,Combination Grocery/Other,snap_atlanta_df,1,86.71478445616287
-84.38123,33.91103,-84.38123,33.91103,Supermercado Santa Fe  ,Medium Grocery Store,snap_atlanta_df,1,85.92996438940263
-84.38013,33.91097,-84.38013,33.91097,IGUALA MEAT MARKET   | La Canasta Supermercado #! Ste #6,Medium Grocery Store,snap_atlanta_df,1,85.89889380574655
-84.31042,33.7188,-84.31042,33.7188,Walmart SUPERCENTER 3709,Super Store,snap_atlanta_df,1,85.72930016747101
-84.47136,33.65088,-84.47136,33.65088,Bp Food Mart  ,Convenience Store,snap_atlanta_df,1,83.94728275316821
-84.31518,33.8862,-84.31518,33.8862,Whole Foods Market 10649,Super Store,snap_atlanta_df,1,82.117674182872
-84.29947,33.86489,-84.29947,33.86489,Sonora Supermercado 01,Medium Grocery Store,snap_atlanta_df,1,80.56559828586144
-84.30997,33.71504,-84.30997,33.71504,Texaco Food Mart  ,Convenience Store,snap_atlanta_df,1,79.95368701560946
-84.44972,33.65124,-84.44972,33.65124,Big AJ Store 2,Convenience Store,snap_atlanta_df,1,78.74038849505166
-84.4744,33.88206,-84.4744,33.88206,Bharath Bazaar  ,Medium Grocery Store,snap_atlanta_df,1,75.39405058334751
-84.57456,33.72939,-84.57456,33.72939,QUIKTRIP 777,Convenience Store,snap_atlanta_df,1,74.7465322441846
-84.37933,33.91544,-84.37933,33.91544,Shell Food Mart  ,Convenience Store,snap_atlanta_df,1,73.80046879798932
-84.47157,33.88563,-84.47157,33.88563,JP Cobb Parkway 212,Convenience Store,snap_atlanta_df,1,73.12030452422255
-84.29344,33.86021,-84.29344,33.86021,Dekalb Convenience Store  ,Convenience Store,snap_atlanta_df,1,72.80545110828483
-84.29292,33.86088,-84.29292,33.86088,Chaparral Meat Market  ,Small Grocery Store,snap_atlanta_df,1,71.47011251934268
-84.29262,33.86135,-84.29262,33.86135,Food Mart  ,Convenience Store,snap_atlanta_df,1,70.73936412903213
-84.38078,33.91789,-84.38078,33.91789,Dollar Tree 2230 | WHOLE FOODS MARKET 10136,Combination Grocery/Other | Super Store,snap_atlanta_df,1,68.3982542809795
-84.2916,33.86263,-84.2916,33.86263,Tienda Y Panaderia Delicias  ,Convenience Store,snap_atlanta_df,1,67.99085834002484
-84.57755,33.69922,-84.57755,33.69922,CVS Pharmacy 4147,Combination Grocery/Other,snap_atlanta_df,1,67.2385924296488
-84.3786,33.91877,-84.3786,33.91877,Bp Foodmart Corner  ,Convenience Store,snap_atlanta_df,1,66.39811317790972
-84.57817,33.69919,-84.57817,33.69919,Publix Super Markets Inc 1718,Supermarket,snap_atlanta_df,1,66.18035335569905
-84.29182,33.74741,-84.29182,33.74741,Amoco Food Mart  ,Convenience Store,snap_atlanta_df,1,65.47847766397179
-84.29009,33.86557,-84.29009,33.86557,Petro Green Shell  ,Convenience Store,snap_atlanta_df,1,63.30893890964254
-84.29024,33.86623,-84.29024,33.86623,Right Mart Shell  ,Convenience Store,snap_atlanta_df,1,62.94786075641674
-84.29021,33.8666,-84.29021,33.8666,San Miguel   2  ,Medium Grocery Store,snap_atlanta_df,1,62.56072274632435
-84.28712,33.86238,-84.28712,33.86238,PUBLIX  0800,Supermarket,snap_atlanta_df,1,60.590441870429885
-84.28748,33.86368,-84.28748,33.86368,El Loteria  ,Convenience Store,snap_atlanta_df,1,60.400314954593306
-84.28716,33.86349,-84.28716,33.86349,Shell Food Mart  ,Convenience Store,snap_atlanta_df,1,60.04820626321099
-84.58299,33.72569,-84.58299,33.72569,Exxon Food Mart  ,Convenience Store,snap_atlanta_df,1,59.80635080946708
-84.29344,33.87736,-84.29344,33.87736,Rahmania Halal Meat & Grocery Atl Inc  ,Medium Grocery Store,snap_atlanta_df,1,59.04879128019997
-84.37753,33.92421,-84.37753,33.92421,Mount Vernon Food Mart  ,Convenience Store,snap_atlanta_df,1,55.61315691846023
-84.3057,33.89459,-84.3057,33.89459,QUIKTRIP 773,Convenience Store,snap_atlanta_df,1,55.23005519899272
-84.35184,33.91897,-84.35184,33.91897,Walgreens 11796,Combination Grocery/Other,snap_atlanta_df,1,54.642714451997364
-84.30514,33.89513,-84.30514,33.89513,Walgreens 2359,Combination Grocery/Other,snap_atlanta_df,1,53.841743116234035
-84.30128,33.89193,-84.30128,33.89193,Buchanan's Food Store  ,Convenience Store,snap_atlanta_df,1,53.047127912099
-84.50667,33.63153,-84.50667,33.63153,Simply Produce Llc  ,Delivery Route,snap_atlanta_df,1,52.93632798196966
-84.46976,33.63522,-84.46976,33.63522,Family Dollar 12249,Combination Grocery/Other,snap_atlanta_df,1,52.5125168950552
-84.31069,33.68775,-84.31069,33.68775,Family Dollar Store 2641,Combination Grocery/Other,snap_atlanta_df,1,51.33603634647628
-84.31068,33.68689,-84.31068,33.68689,Food Town Market  ,Supermarket,snap_atlanta_df,1,50.4084238790363
-84.31077,33.68546,-84.31077,33.68546,Pilot Travel Center 331,Convenience Store,snap_atlanta_df,1,49.481262584989786
-84.38042,33.92821,-84.38042,33.92821,ALDI 76020 | Los Pinos ,Large Grocery Store | Supermarket,snap_atlanta_df,1,47.88044269971662
-84.46844,33.6319,-84.46844,33.6319,Ds Food Mart  ,Convenience Store,snap_atlanta_df,1,46.93982982167211
-84.46066,33.90376,-84.46066,33.90376,CVS PHARMACY 2086,Combination Grocery/Other,snap_atlanta_df,1,46.30506673709723
-84.30157,33.89878,-84.30157,33.89878,Publix Super Market 1777,Supermarket,snap_atlanta_df,1,45.29851608162625
-84.30798,33.68176,-84.30798,33.68176,Food & Gas  ,Convenience Store,snap_atlanta_df,1,43.73513742042564
-84.29362,33.89228,-84.29362,33.89228,El Progreso  ,Convenience Store,snap_atlanta_df,1,43.06331620455539
-84.3791,33.93076,-84.3791,33.93076,Shahrzad  ,Medium Grocery Store,snap_atlanta_df,1,42.65752036763593
-84.47293,33.62835,-84.47293,33.62835,Food Mart  ,Convenience Store,snap_atlanta_df,1,42.638186014087815
-84.28737,33.88565,-84.28737,33.88565,Bengal Store & Halal Meat  ,Medium Grocery Store,snap_atlanta_df,1,42.276472294784874
-84.28837,33.88714,-84.28837,33.88714,Al-Falah Supermarket  ,Medium Grocery Store,snap_atlanta_df,1,41.93391983309111
-84.28745,33.88705,-84.28745,33.88705,Family Dollar 10281,Combination Grocery/Other,snap_atlanta_df,1,41.14041715688823
-84.29136,33.89209,-84.29136,33.89209,Tienda Tikal  ,Convenience Store,snap_atlanta_df,1,40.84380726550607
-84.29135,33.89208,-84.29135,33.89208,Supermercado La Favorita  ,Medium Grocery Store,snap_atlanta_df,1,40.84175588762176
-84.28928,33.89023,-84.28928,33.89023,Fiesta Food Mart 2  ,Convenience Store,snap_atlanta_df,1,40.361820786603566
-84.28494,33.88412,-84.28494,33.88412,Atlanta Supermarket  ,Small Grocery Store,snap_atlanta_df,1,40.12495300359654
-84.28854,33.88968,-84.28854,33.88968,La Surtidora  ,Convenience Store,snap_atlanta_df,1,39.36412800086961
-84.28423,33.88508,-84.28423,33.88508,Chevron Food Mart  ,Convenience Store,snap_atlanta_df,1,38.36867518925742
-84.33717,33.92382,-84.33717,33.92382,Circle Food Shop 32,Convenience Store,snap_atlanta_df,1,38.32270876067956
-84.49963,33.62304,-84.49963,33.62304,Green 4 Life  ,Combination Grocery/Other,snap_atlanta_df,1,38.12731458978034
-84.4094,33.62828,-84.4094,33.62828,Bp To-go  ,Convenience Store,snap_atlanta_df,1,37.10032464162804
-84.50497,33.62195,-84.50497,33.62195,Shell Food Mart  ,Convenience Store,snap_atlanta_df,1,36.64622415153563
-84.28632,33.89016,-84.28632,33.89016,Alam 5048 LLC  ,Convenience Store,snap_atlanta_df,1,36.53316046241077
-84.47471,33.62273,-84.47471,33.62273,Chevron Food Mart  ,Convenience Store,snap_atlanta_df,1,36.30781013751521
-84.5058,33.62145,-84.5058,33.62145,Citgo Roosevelt  ,Convenience Store,snap_atlanta_df,1,36.00388659040001
-84.47501,33.62209,-84.47501,33.62209,Shell Food Mart  ,Convenience Store,snap_atlanta_df,1,35.41813678519238
-84.28529,33.89097,-84.28529,33.89097,"Confianza en Dios, inc ",Medium Grocery Store,snap_atlanta_df,1,34.54218413348328
-84.3409,33.929,-84.3409,33.929,Target Store T-2036,Super Store,snap_atlanta_df,1,33.348123729511734
-84.31546,33.91888,-84.31546,33.91888,Chamblee Quick Mart  ,Convenience Store,snap_atlanta_df,1,32.42538215908326
-84.35247,33.93309,-84.35247,33.93309,West End Farmers Market ATL  ,Farmers' Market,snap_atlanta_df,1,31.71453374710431
-84.37679,33.93602,-84.37679,33.93602,PUBLIX 0468,Supermarket,snap_atlanta_df,1,31.369968294241186
-84.47247,33.6188,-84.47247,33.6188,Valero Food Mart  ,Convenience Store,snap_atlanta_df,1,30.674682832159917
-84.29583,33.90601,-84.29583,33.90601,KROGER  491,Super Store,snap_atlanta_df,1,30.458272809587385
-84.27447,33.88006,-84.27447,33.88006,QuikTrip 709R,Convenience Store,snap_atlanta_df,1,29.699039785439744
-84.29628,33.90787,-84.29628,33.90787,Walgreens 11757,Combination Grocery/Other,snap_atlanta_df,1,28.89743682384786
-84.28497,33.89727,-84.28497,33.89727,Beuna Suerte Food Mart  ,Convenience Store,snap_atlanta_df,1,28.387912699756516
-84.28493,33.89726,-84.28493,33.89726,Supermacado El Guero  ,Convenience Store,snap_atlanta_df,1,28.36505315521895
-84.27209,33.87787,-84.27209,33.87787,Chevron Food Mart  ,Convenience Store,snap_atlanta_df,1,28.195887695858026
-84.47221,33.61684,-84.47221,33.61684,Shell Food Mart  ,Convenience Store,snap_atlanta_df,1,27.952085473965123
-84.28426,33.89772,-84.28426,33.89772,Citgo Food Mart ,Convenience Store,snap_atlanta_df,1,27.495397591220957
-84.34023,33.93293,-84.34023,33.93293,QuikTrip 1717,Convenience Store,snap_atlanta_df,1,26.89027254624187
-84.33932,33.93283,-84.33932,33.93283,Publix 1758,Supermarket,snap_atlanta_df,1,26.743390143495734
-84.44992,33.61646,-84.44992,33.61646,U S Amoco ,Convenience Store,snap_atlanta_df,1,26.666186322940256
-84.2711,33.8784,-84.2711,33.8784,Shell Food Mart  ,Convenience Store,snap_atlanta_df,1,26.479246200161548
-84.28113,33.89596,-84.28113,33.89596,Dollar Tree 4231,Combination Grocery/Other,snap_atlanta_df,1,25.21997662103084
